name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Benjamin Suber,Benjamin,,Suber,,,,http://billstatus.ls.state.ms.us/members/senate/suber.jpg,Republican,Mississippi State Senate District 8,Mississippi State Senator,MS,Incumbent,Mississippi State Senate District 8,,,,,,,,,BSuber@senate.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 8 Bruce, Mississippi 38915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ba13036f-790b-4745-b008-eeb74f1c86a1,
Bill Kinkade,Bill,,Kinkade,,,,http://billstatus.ls.state.ms.us/members/house/kinkade.jpg,Republican,Mississippi State House District 52,Mississippi State Representative,MS,Incumbent,Mississippi State House District 52,,,,,,,,,bkinkade@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"71 Peachtree Rd;Byhalia, MS 38611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/af66e7a0-2b1a-4fa0-a66c-e6e7a2541cb1,
Bill Pigott,Bill,,Pigott,,,,http://billstatus.ls.state.ms.us/members/house/pigott.jpg,Republican,Mississippi State House District 99,Mississippi State Representative,MS,Incumbent,Mississippi State House District 99,,,,,,,,,bpigott@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"92 Pigott Easterling Rd;Tylertown, MS 39667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/2fed984f-0f51-40d2-9881-ec16131a6a2f,
Billy Adam Calvert,Billy,Adam,Calvert,,,,http://billstatus.ls.state.ms.us/members/house/calvert.jpg,Republican,Mississippi State House District 83,Mississippi State Representative,MS,Incumbent,Mississippi State House District 83,,,,,,,,,bcalvert@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 5774;Meridan, MS 39302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/15f21051-d36c-4a2a-aa96-100bb8cb693b,
Bo Brown,Bo,,Brown,,,,http://billstatus.ls.state.ms.us/members/house/brown_(70th).jpg,Democratic,Mississippi State House District 70,Mississippi State Representative,MS,Incumbent,Mississippi State House District 70,,,,,,,,,bbrown@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. BOX 3434;Jackson, MS 39207",,,601-366-4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/b8541474-47fd-4dd2-8576-53b7fe911039,
Bob Evans,Bob,,Evans,,,,http://billstatus.ls.state.ms.us/members/house/evans_(91st).jpg,Democratic,Mississippi State House District 91,Mississippi State Representative,MS,Incumbent,Mississippi State House District 91,,,,,,,,,bevans@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 636;Monticello, MS 39654",,,601-587-9313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7fe0478b-3777-490c-93cb-20f83baf3d3f,
Brady Williamson,Brady,,Williamson,,,,http://billstatus.ls.state.ms.us/members/house/williamson.jpg,Republican,Mississippi State House District 10,Mississippi State Representative,MS,Incumbent,Mississippi State House District 10,,,,,,,,,bwilliamson@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"603 South 16th Street;Oxford, MS 38655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/472225e0-979d-4677-b9be-767797b728a8,
Brent Anderson,Brent,,Anderson,,,,http://billstatus.ls.state.ms.us/members/house/anderson_(122nd).jpg,Republican,Mississippi State House District 122,Mississippi State Representative,MS,Incumbent,Mississippi State House District 122,,,,,,,,,banderson@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"PO Box 4601;Bay St. Louis, MS 39521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/307ab2ac-eafb-4d68-8e02-1fff040f50e4,
Brent Powell,Brent,,Powell,,,,http://billstatus.ls.state.ms.us/members/house/powell.jpg,Republican,Mississippi State House District 59,Mississippi State Representative,MS,Incumbent,Mississippi State House District 59,,,,,,,,,bpowell@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 5454;Brandon, MS 39047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/222077fd-0e92-4437-a156-59521d7faffa,
Brice Wiggins,Brice,,Wiggins,,,,http://billstatus.ls.state.ms.us/members/senate/wiggins.jpg,Republican,Mississippi State Senate District 52,Mississippi State Senator,MS,Incumbent,Mississippi State Senate District 52,,,,,,,,,bwiggins@senate.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"1201 Farnsworth Ave;Pascagoula, MS 39567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7e27e9e0-fe62-4fc0-b8b0-c2ac9c9ce28d,
Bryant W. Clark,Bryant,W.,Clark,,,,http://billstatus.ls.state.ms.us/members/house/clark.jpg,Democratic,Mississippi State House District 47,Mississippi State Representative,MS,Incumbent,Mississippi State House District 47,,,,,,,,,bclark@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"271 Clark Road;Pickens, MS 39170",,,662-834-4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0d191683-0d9c-408f-812b-5d986a3030a6,
C. Scott Bounds,C.,Scott,Bounds,,,,http://billstatus.ls.state.ms.us/members/house/bounds.jpg,Republican,Mississippi State House District 44,Mississippi State Representative,MS,Incumbent,Mississippi State House District 44,,,,,,,,,sbounds@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"45 Carla Drive;Philadelphia, MS 39350",,,601-656-1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/796d8875-e1a2-4274-bdba-2e689d99929c,
Carl Mickens,Carl,,Mickens,,,,http://billstatus.ls.state.ms.us/members/house/mickens.jpg,Democratic,Mississippi State House District 42,Mississippi State Representative,MS,Incumbent,Mississippi State House District 42,,,,,,,,,cmickens@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 427;Brooksville, MS 39739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6e50b530-8c0e-485a-a568-6d40ba83127d,
Carolyn Crawford,Carolyn,,Crawford,,,,http://billstatus.ls.state.ms.us/members/house/crawford.jpg,Republican,Mississippi State House District 121,Mississippi State Representative,MS,Incumbent,Mississippi State House District 121,,,,,,,,,ccrawford@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"23155 Stablewood Cir;Pass Christian, MS 39571",,,228-452-5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7e340127-bea2-48af-95a8-368b99160880,
Casey Eure,Casey,,Eure,,,,http://billstatus.ls.state.ms.us/members/house/eure.jpg,Republican,Mississippi State House District 116,Mississippi State Representative,MS,Incumbent,Mississippi State House District 116,,,,,,,,,ceure@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"11839 Sleeping Deer Lane;Saucier, MS 39574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7f1357e0-62b5-412c-b121-6cb5a5aced0e,
Cedric Burnett,Cedric,,Burnett,,,,http://billstatus.ls.state.ms.us/members/house/burnett.jpg,Democratic,Mississippi State House District 9,Mississippi State Representative,MS,Incumbent,Mississippi State House District 9,,,,,,,,,cburnett@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 469;Tunica, MS 38676",,,662-363-1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/379b9fd9-2da7-4e20-b0ed-4319ead3a1db,
Chad McMahan,Chad,,McMahan,,,,http://billstatus.ls.state.ms.us/members/senate/mcmahan.jpg,Republican,Mississippi State Senate District 6,Mississippi State Senator,MS,Incumbent,Mississippi State Senate District 6,,,,,,,,,cmcmahan@senate.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/17a5d5bb-d52b-4d53-a6a0-bcaa7c5538d7,
Charles Busby,Charles,,Busby,,,,http://billstatus.ls.state.ms.us/members/house/busby.jpg,Republican,Mississippi State House District 111,Mississippi State Representative,MS,Incumbent,Mississippi State House District 111,,,,,,,,,cbusby@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"901 Beach Blvd;Pascagoula, MS 39567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/fbda467a-a2b5-49a7-ab4b-8f184042f17a,
Charles Jim Beckett,Charles,Jim,Beckett,,,,http://billstatus.ls.state.ms.us/members/house/beckett.jpg,Republican,Mississippi State House District 23,Mississippi State Representative,MS,Incumbent,Mississippi State House District 23,,,,,,,,,jbeckett@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 722;Bruce, MS 38915",,,662-983-2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ea446f2d-78e7-4faf-8313-8987f9ae896f,
"Charles Young, Jr.",Charles,,Young,,,Jr.,http://billstatus.ls.state.ms.us/members/house/young.jpg,Democratic,Mississippi State House District 82,Mississippi State Representative,MS,Incumbent,Mississippi State House District 82,,,,,,,,,cyoung@house.ms.gov,,,,,,,,,,,,,,,,,,,,,,,,"P.O. Box 5393;Meridian, MS 39302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/310c4392-eb6a-4cb0-9baa-72cc03153f22,
