id,name,current_party,current_district,current_chamber,given_name,family_name,gender,email,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,twitter,youtube,instagram,facebook,wikidata
ocd-person/515dbb17-6f5d-482a-8799-a2490be688fb,Barrie S. Ciliberti,Republican,4,lower,Barrie,Ciliberti,,Barrie.Ciliberti@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/ciliberti01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ciliberti01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/ciliberti01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ciliberti01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/ciliberti01,,,,,,,,,,,
ocd-person/0e4cb257-11b9-4772-b323-624ef28fb8b6,Ben Barnes,Democratic,21,lower,Ben,Barnes,,ben.barnes@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/barnes.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/barnes,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/barnes,,,,,,,,,,,
ocd-person/4e1fee1d-1f1c-416b-9615-4171d4074db8,Benjamin Brooks,Democratic,10,lower,Benjamin,Brooks,,Benjamin.Brooks@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/brooks01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=brooks01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/brooks01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=brooks01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/brooks01,,,,,,,,,,,
ocd-person/f43bc1a5-01e8-416f-86ca-bd857bf6ed80,Benjamin F. Kramer,Democratic,19,upper,Benjamin,Kramer,,Ben.Kramer@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/kramer02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kramer02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kramer02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kramer02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kramer02,,,,,,,,,,,
ocd-person/86f0d40f-05f4-46a2-9c24-21ff52fdc6fe,Bill Ferguson,Democratic,46,upper,Bill,Ferguson,,bill.ferguson@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/ferguson.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ferguson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/ferguson,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ferguson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/ferguson,,,,,,,,,,,
ocd-person/de3cab57-1771-4805-b984-618ad887e38e,Bonnie Cullison,Democratic,19,lower,Bonnie,Cullison,,bonnie.cullison@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/cullison.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cullison&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/cullison,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cullison&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/cullison,,,,,,,,,,,
ocd-person/c6d61e6b-546c-427f-aac6-14b59dbfcaa5,Brenda J. Thiam,Republican,2B,lower,Brenda,Thiam,,brenda.thiam@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/thiam01.jpg,https://msa.maryland.gov/msa/mdmanual/06hse/html/msa18273.html;http://mgaleg.maryland.gov/mgawebsite/Members/Details/thiam01,https://msa.maryland.gov/msa/mdmanual/06hse/html/msa18273.html;http://mgaleg.maryland.gov/mgawebsite/Members/Details/thiam01,,,,,,,,,,,
ocd-person/395603e6-0fdf-4cf6-bacb-18d98c848990,Brian Chisholm,Republican,31B,lower,Brian,Chisholm,,brian.chisholm@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/chisholm01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=chisholm01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/chisholm01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=chisholm01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/chisholm01,,,,,,,,,,,
ocd-person/c3ce882c-89d3-453c-a70f-b0ef9046fcf3,Brian J. Feldman,Democratic,15,upper,Brian,Feldman,,brian.feldman@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/feldman.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=feldman&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/feldman,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=feldman&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/feldman,,,,,,,,,,,
ocd-person/d9828ed6-bdb0-414e-ba12-486b78362842,Brian M. Crosby,Democratic,29B,lower,Brian,Crosby,,brian.crosby@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/crosby01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=crosby01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/crosby01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=crosby01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/crosby01,,,,,,,,,,,
ocd-person/eeb060ed-561b-4b1d-ad5f-5a982ea47bc6,Brooke E. Lierman,Democratic,46,lower,Brooke,Lierman,,Brooke.Lierman@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/lierman01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lierman01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/lierman01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lierman01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/lierman01,,,,,,,,,,,
ocd-person/b0d22b6f-68c0-4dd0-892c-7844e6830693,Bryan W. Simonaire,Republican,31,upper,Bryan,Simonaire,,bryan.simonaire@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/simonaire.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=simonaire&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/simonaire,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=simonaire&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/simonaire,,,,,,,,,,,
ocd-person/ab6c2e37-3818-467c-ad60-997274e897d0,C. T. Wilson,Democratic,28,lower,C. T.,Wilson,,ct.wilson@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/wilson.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=wilson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/wilson,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=wilson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/wilson,,,,,,,,,,,
ocd-person/4eb57c5a-70c0-4b16-a247-53cf291bc38a,Carl Jackson,Democratic,8,lower,Carl,Jackson,,carl.jackson@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/jackson02.jpg,http://mgaleg.maryland.gov/mgawebsite/Members/Details/jackson02,http://mgaleg.maryland.gov/mgawebsite/Members/Details/jackson02,,,,,,,,,,,
ocd-person/74c0f2f4-ad96-4cf7-aa3f-bc939e48fa70,Carol L. Krimm,Democratic,3A,lower,Carol,Krimm,,Carol.Krimm@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/krimm01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=krimm01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/krimm01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=krimm01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/krimm01,,,,,,,,,,,
ocd-person/3c9356a4-fd55-43ff-809f-65568d0a8e53,Catherine M. Forbes,Democratic,42A,lower,,,,catherine.forbes@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/forbes01.jpg,http://mgaleg.maryland.gov/mgawebsite/Members/Details/forbes01,http://mgaleg.maryland.gov/mgawebsite/Members/Details/forbes01,,,,,,,,,,,
ocd-person/6b69fda0-b7aa-4dd2-9d28-9dfb517a21a1,Chanel Branch,Democratic,45,lower,Chanel,Branch,,chanel.branch@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/branch01.jpg,http://mgaleg.maryland.gov/mgawebsite/Members/Details/branch01,http://mgaleg.maryland.gov/mgawebsite/Members/Details/branch01,,,,,,,,,,,
ocd-person/1a43a7cb-acbf-4974-8fe8-315cb674b27d,Charles J. Otto,Republican,38A,lower,Charles,Otto,,charles.otto@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/otto.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=otto&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/otto,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=otto&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/otto,,,,,,,,,,,
ocd-person/0f51a760-22e6-4a05-8be0-983dffe30e42,Charlotte Crutchfield,Democratic,19,lower,Charlotte,Crutchfield,,charlotte.crutchfield@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/crutchfield01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=crutchfield01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/crutchfield01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=crutchfield01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/crutchfield01,,,,,,,,,,,
ocd-person/3b21ad36-c0bc-4341-9f55-c4529affc7f5,Cheryl C. Kagan,Democratic,17,upper,Cheryl,Kagan,,Cheryl.Kagan@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/kagan01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kagan01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kagan01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kagan01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kagan01,,,,,,,,,,,
ocd-person/23883835-88de-49ca-9bc0-ffe76a03cc3f,Cheryl Summers Landis,Democratic,23B,lower,Cheryl,Landis,,cheryl.landis@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/landis01.jpg,http://mgaleg.maryland.gov/mgawebsite/Members/Details/landis01,http://mgaleg.maryland.gov/mgawebsite/Members/Details/landis01,,,,,,,,,,,
ocd-person/99ff7e2c-87d6-49d5-b112-3807852511bc,Chris West,Republican,42,upper,Chris,West,,chris.west@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/west02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=west02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/west02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=west02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/west02,,,,,,,,,,,
ocd-person/b7e16db2-0bde-4bed-8eb1-09f30ae66d4e,Christopher T. Adams,Republican,37B,lower,Christopher,Adams,,christopher.adams@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/adams01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=adams01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/adams01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=adams01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/adams01,,,,,,,,,,,
ocd-person/b002bdd1-0622-4462-8623-e8bb52fde504,Clarence K. Lam,Democratic,12,upper,Clarence,Lam,,clarence.lam@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/lam02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lam02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/lam02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lam02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/lam02,,,,,,,,,,,
ocd-person/be00c352-4825-4b80-97cd-954097e3a482,Cory V. McCray,Democratic,45,upper,Cory,McCray,,cory.mccray@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/mccray02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mccray02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/mccray02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mccray02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/mccray02,,,,,,,,,,,
ocd-person/ef1a4d48-39d0-4b6c-9ffc-a6d30b28476d,Courtney Watson,Democratic,9B,lower,Courtney,Watson,,courtney.watson@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/watson02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=watson02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/watson02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=watson02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/watson02,,,,,,,,,,,
ocd-person/00b4a416-e9ca-44ad-b808-58c19d6fb54a,Craig J. Zucker,Democratic,14,upper,Craig,Zucker,,craig.zucker@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/zucker01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=zucker01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/zucker01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=zucker01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/zucker01,,,,,,,,,,,
ocd-person/28685b0a-03b6-44b6-90f8-855bfcd46d72,Curt Anderson,Democratic,43,lower,Curt,Anderson,,curt.anderson@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/anderson.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=anderson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/anderson,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=anderson&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/anderson,,,,,,,,,,,
ocd-person/d848993b-65e9-4ea3-ab2a-dfaf796142cc,Dalya Attar,Democratic,41,lower,Dalya,Attar,,dalya.attar@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/attar01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=attar01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/attar01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=attar01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/attar01,,,,,,,,,,,
ocd-person/6eccab4f-20a7-423a-ba12-42a8625d0c9f,Daniel L. Cox,Republican,4,lower,Daniel,Cox,,dan.cox@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/cox01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cox01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/cox01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cox01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/cox01,,,,,,,,,,,
ocd-person/73faf103-715f-425d-8642-0ecd0cf1d4c9,Dana Jones,Democratic,30A,lower,Dana,Jones,,dana.jones@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/jones01.jpg,http://mgaleg.maryland.gov/mgawebsite/Members/Details/jones01,http://mgaleg.maryland.gov/mgawebsite/Members/Details/jones01,,,,,,,,,,,
ocd-person/0418164e-2e86-4186-9f2d-327cb86b7eda,Dana Stein,Democratic,11,lower,Dana,Stein,,dana.stein@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/stein.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=stein&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/stein,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=stein&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/stein,,,,,,,,,,,
ocd-person/55f598e0-524e-41e9-b728-10b98932d8ff,Darryl Barnes,Democratic,25,lower,Darryl,Barnes,,Darryl.Barnes@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/barnes02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/barnes02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/barnes02,,,,,,,,,,,
ocd-person/ccc2ad8a-fa2a-432c-8e95-d301636547fc,David Fraser-Hidalgo,Democratic,15,lower,David,Fraser-Hidalgo,,david.fraser.hidalgo@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/fraser01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fraser01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/fraser01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fraser01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/fraser01,,,,,,,,,,,
ocd-person/0692b705-a577-4edb-9da0-8c828e2473ab,David Moon,Democratic,20,lower,David,Moon,,David.Moon@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/moon01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=moon01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/moon01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=moon01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/moon01,,,,,,,,,,,
ocd-person/64b23008-9889-4fd1-9353-42888d9bc4bb,Debra Davis,Democratic,28,lower,Debra,Davis,,debra.davis@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/davis02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=davis02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/davis02,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=davis02&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/davis02,,,,,,,,,,,
ocd-person/ac5223df-8477-4cd7-90d7-7b150975fa89,Delores G. Kelley,Democratic,10,upper,Delores,Kelley,,delores.kelley@senate.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/kelley.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kelley&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kelley,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kelley&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/kelley,,,,,,,,,,,
ocd-person/3235313d-d279-4aaf-97fd-476d4c79c11a,Diana M. Fennell,Democratic,47A,lower,Diana,Fennell,,Diana.Fennell@house.state.md.us,,,,http://mgaleg.maryland.gov/2022RS/images/fennell01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fennell01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/fennell01,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fennell01&stab=01;http://mgaleg.maryland.gov/mgawebsite/Members/Details/fennell01,,,,,,,,,,,
