govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,,ocd-person/041e3c31-f9c0-4add-ae2e-f5c0a281fc27,,Ben Hueso,Ben,,Hueso,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/hueso-ben.jpg,,,,,,,"1224 State Street, Suite D, El Centro, CA 92243",760-335-3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e725b91e-1f7f-4510-a9cc-0b9a39d283c3,,Benjamin Allen,Benjamin,,Allen,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/allen_ben_d-26.jpg,,,,,,,"2512 Artesia Blvd., Suite 320, Redondo Beach, CA 90278",310-318-6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/7ecd4221-a627-42dc-9029-bbc543ef3735,,Bill Dodd,Bill,,Dodd,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sen_bill_dodd.jpg,,,,,,,"50 D Street, Suite 300, Santa Rosa, CA 95404",707-576-2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9ef08f26-f81d-433e-b055-841432a7d52c,,Bill Quirk,Bill,,Quirk,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad20.jpg,,,,,,,"22320 Foothill Boulevard, Suite 540, Hayward, CA 94541",510-583-8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/82cbb6e9-8486-44ec-8450-86d1e700f828,,Blanca E. Rubio,Blanca,E.,Rubio,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/rubio.jpg,,,,,,,"100 North Barranca Street, Suite 895, West Covina, CA 91791",626-960-4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a76028df-5730-47b0-b617-1565621def41,,Bob Archuleta,Bob,,Archuleta,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/archuleta_bob.jpg,,,,,,,"12501 Imperial Highway, Suite 110, Norwalk, CA 90650",562-406-1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c4167cdb-2f4b-4fce-a106-e4d033b83651,,Bob Wieckowski,Bob,,Wieckowski,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wieckowski_9781_lls.jpg,,,,,,,"39510 Paseo Padre Parkway, Suite 280, Fremont, CA 94538",510-794-3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/91915f3b-c93f-4f55-a164-58b8c1587d6d,,Brian Dahle,Brian,,Dahle,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-dahle.jpg,,,,,,,"11310 McCourtney Road, Unit E2/E3, Grass Valley, CA 95949",530-271-1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/4c0ad3f7-b949-4206-a550-99633351236c,,Brian Maienschein,Brian,,Maienschein,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad77-brian_maienschein_120x150.jpg,,,,,,,"12396 World Trade Drive, Suite 118, San Diego, CA 92128",858-675-0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ea5c3b3d-bbad-41f6-a912-69f60f1553a4,,Brian W. Jones,Brian,W.,Jones,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/brian_jones_headshot_blue.jpg,,,,,,,"720 N. Broadway, Suite 110, Escondido, CA 92025",760-796-4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/8230907e-9ae3-4ae9-b52a-c8464a157f64,,Buffy Wicks,Buffy,,Wicks,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a15_b_wicks.jpg,,,,,,,"1515 Clay Street, Suite 2201, Oakland, CA 94612",510-286-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2ebacc3c-fd77-4289-b106-789f4e2c2f87,,Carlos Villapudua,Carlos,,Villapudua,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/villapudua-012-_1.jpg,,,,,,,"31 East Channel Street, Suite 306, Stockton, CA 95202",209-948-7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/434bcfb4-1279-40cc-916b-f89af5805a9c,,Cecilia M. Aguiar-Curry,Cecilia,M.,Aguiar-Curry,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad04_aguiar-curry_roster150_20161205.jpg,,,,,,,"885 Lakeport Boulevard, Lakeport, CA 95453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/29f9b8cf-ac19-49d8-93c5-299f402532f9,,Chad Mayes,Chad,,Mayes,,,,Independent,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/Mayes_LDC_headshot.jpg,,,,,,,"41608 Indian Trail Road, Suite D-1, Rancho Mirage, CA 92270",760-346-6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/154c4712-4a1f-4a57-bd37-b75ee5bfbab5,,Chris R. Holden,Chris,R.,Holden,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD41-Holden.jpg,,,,,,,"415 West Foothill Boulevard, Suite 124, Claremont, CA 91711",909-624-7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/71590420-10d6-4deb-8d59-453256d625b6,,Christopher M. Ward,Christopher,M.,Ward,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ward-006.jpg,,,,,,,"1350 Front Street, Suite 6054, San Diego, CA 92101",619-645-3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c95294d8-1c22-4121-939d-f0f4c7c437f0,,Connie M. Leyva,Connie,M.,Leyva,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-leyva.jpg,,,,,,,"101 W. Mission Blvd., Suite 111, Pomona, CA 91766",909-469-1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c766abf8-06ca-4a98-9665-82b87149ca96,,Cottie Petrie-Norris,Cottie,,Petrie-Norris,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a74_c_p_norris.jpg,,,,,,,"19712 MacArthur Boulevard, Suite 150, Irvine, CA 92612",949-251-0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/024ce6f2-cbc1-4331-9466-7b57e52cdb8c,,Cristina Garcia,Cristina,,Garcia,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/asm-c-garcia.jpg,,,,,,,"8255 Firestone Boulevard, Suite 203, Downey, CA 90241",562-861-5803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/0fa65d2c-6020-4586-a6f1-5dfd41db38ff,,Dave Cortese,Dave,,Cortese,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd15_cortese_0.jpg,,,,,,,"100 Paseo de San Antonio, Suite 209, San Jose, CA 95113",408-286-8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/393d31b9-3336-4e2a-b397-fe12898052c2,,Dave Min,Dave,,Min,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd37_min.jpg,,,,,,,"2151 Michelson Drive, Suite 258, Irvine, CA 92612",949-223-5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/52f6ccc1-eb4a-4c09-8614-5e4022395605,,David Alvarez,David,,Alvarez,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad80_alvarez.jpg,,,,,,,"1350 Front Street, Suite 6022, San Diego, CA 92101",619-338-8090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/3ffead8c-6856-4592-8594-182e295b8e87,,Devon J. Mathis,Devon,J.,Mathis,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/mathis.jpg,,,,,,,"100 West Willow Plaza, Suite 405, Visalia, CA 93291",559-636-3440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e2da0f08-1bd8-4ac2-95f1-002870238527,,Dr. Joaquin Arambula,Dr.,Joaquin,Arambula,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/asm-arambula.jpg,,,,,,,"2550 Mariposa Mall, Room 5031, Fresno, CA 93721",559-445-5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c4f4c9c1-1f1b-4cb6-854b-434c53495006,,Eduardo Garcia,Eduardo,,Garcia,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD56_Garcia_Portrait150_20141201.jpg,,,,,,,"1101 Airport Road, Suite D, Imperial, CA 92251",760-355-8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/19f694d8-b409-40e5-9f87-d8e3e84afc7f,,Eloise Gómez Reyes,Eloise,Gómez,Reyes,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad47_reyes_roster150_20161205.jpg,,,,,,,"290 North D Street, Suite 903, San Bernardino, CA 92401",909-381-3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b6e6e287-12e9-4067-a607-28bf5c481935,,Evan Low,Evan,,Low,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad28-low.jpg,,,,,,,"20111 Stevens Creek Boulevard, Suite 220, Cupertino, CA 95014",408-446-2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b8ba6ec8-fecd-4fc9-b98f-74f2888f7fdb,,Frank Bigelow,Frank,,Bigelow,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD05-Frank_Bigelow.jpg,,,,,,,"460 Sutter Hill Road, Suite C, Sutter Creek, CA 95685",209-267-0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b1d10c0c-3d3d-4ae1-8c7e-02227cd18aa0,,Freddie Rodriguez,Freddie,,Rodriguez,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD52_Rodriguez_0.jpg,,,,,,,"13160 7th Street, Chino, CA 91710",909-902-9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c830a90c-8964-4c0f-b31b-729cab1144fd,,Heath Flora,Heath,,Flora,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/flora.jpg,,,,,,,"578 North Wilma Avenue, Suite B, Ripon, CA 95366",209-599-2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/66bd4b32-5536-4bae-ab55-08c0b70ca5fd,,Henry I. Stern,Henry,I.,Stern,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/stern.jpg,,,,,,,"5016 N. Parkway Calabasas, Suite 222, Calabasas, CA 91302",818-876-3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e9e56c3e-1c7d-4eab-a3ac-35cfc7c6a651,,Isaac G. Bryan,Isaac,G.,Bryan,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/isaacbryan.jpg,,,,,,,"5601 West Slauson Avenue, Suite 200, Culver City, CA 90230",310-641-5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e7ad99fd-fda5-4114-af3e-320f5be9be3c,,Jacqui Irwin,Jacqui,,Irwin,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD44_Irwin_Portrait150_20141201.jpg,,,,,,,"230 West 7th Street, Oxnard, CA 93030",805-483-4488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/156660b1-4c3f-45e3-8384-53cda60d7ea5,,James C. Ramos,James,C.,Ramos,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a40_jc_ramos.jpg,,,,,,,"10350 Commerce Center Drive, Suite A-200, Rancho Cucamonga, CA 91730",909-476-5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/5d93a1cb-7a01-43ab-a26c-a2abecdee135,,James Gallagher,James,,Gallagher,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/Gallagher_LDC_headshot.jpg,,,,,,,"1130 Civic Center Boulevard, Suite F, Yuba City, CA 95993",530-671-0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c6471995-41db-497c-8953-dd3ea5871870,,Janet Nguyen,Janet,,Nguyen,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad72_janet_nguyen.jpg,,,,,,,"17011 Beach Boulevard, Suite 1120, Huntington Beach, CA 92647",714-843-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/407f6fda-8638-4cca-9704-7aa8df7de26e,,Jesse Gabriel,Jesse,,Gabriel,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/gabriel_101.jpg,,,,,,,"20750 Ventura Boulevard, Suite 101, Woodland Hills, CA 91364",818-346-4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9629be48-b082-4880-85a8-d2e14a4ad1a8,,Jim Cooper,Jim,,Cooper,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD09_Cooper_Portrait150_20141201.jpg,,,,,,,"9250 Laguna Springs Drive, Suite 220, Elk Grove, CA 95758",916-670-7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/de59f459-9b3d-410a-ab49-49bc47efcf1f,,Jim Nielsen,Jim,,Nielsen,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/nielsen-jim.jpg,,,,,,,"2635 Forest Ave, Suite 110, Chico, CA 95928",530-879-7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2cb9d19b-360d-4568-a781-b54a483b081e,,Jim Patterson,Jim,,Patterson,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD23-Jim_Patterson.jpg,,,,,,,"6245 North Fresno Street, Suite 106, Fresno, CA 93710",559-446-2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/798893c7-4969-4b39-b9d3-f920806424f3,,Jim Wood,Jim,,Wood,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/asm_wood_120_x_170.jpg,,,,,,,"200 South School Street, Suite D, Ukiah, CA 95482",707-463-5770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/7476789f-49a4-491a-b294-9d1486f24193,,John Laird,John,,Laird,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd17_laird_0.jpg,,,,,,,"701 Ocean Street, Suite 318A, Santa Cruz, CA 95060",831-425-0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/16d16f4a-1551-4546-bec2-e7f336a3e90f,,Jordan Cunningham,Jordan,,Cunningham,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/cunningham.jpg,,,,,,,"1304 Broad Street, San Luis Obispo, CA 93401",805-549-3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/3b14d4a7-73fa-4c85-b6fd-d84a9dd60a47,,Jose Medina,Jose,,Medina,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD61-Medina_0.jpg,,,,,,,"1223 University Avenue, Suite 230, Riverside, CA 92507",951-369-6644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/c71137b2-3fc3-48bf-b0ad-6c29aff98268,,Josh Becker,Josh,,Becker,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd13_becker_0.jpg,,,,,,,"1528 South El Camino Real, Suite 303, San Mateo, CA 94402",650-212-3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ed40c798-40c1-4fe6-9fb8-c3fee65b48e0,,Josh Newman,Josh,,Newman,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd29_newman.jpg,,,,,,,"203 N. Harbor Blvd., Fullerton, CA 92832",714-525-2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
