govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,H6TX02079,,,ocd-division/country:us/state:tx/cd:36,,,Brian Babin,Brian,,Babin,,,,Republican Party,TX,Incumbent,Texas District 36,,,Male,,,U.S. House Texas District 36,,,,,1948-03-23,,,,https://babin.house.gov,,2236 Rayburn House Office Building,202-225-1555,,,,,,,,,,,,,,https://www.twitter.com/RepBrianBabin,,,,,,,,,https://www.facebook.com/RepBrianBabin,,,,,,,,,44883,412655,360,,,21551,,/m/010qgj35,,https://api.propublica.org/congress/v1/members/B001291.json,
,,H6NE02125,,,ocd-division/country:us/state:ne/cd:2,,,Don Bacon,Don,,Bacon,,,,Republican Party,NE,Incumbent,Nebraska District 2,,,Male,,,U.S. House Nebraska District 2,,,,,1963-08-16,,,,https://bacon.house.gov,,1024 Longworth House Office Building,202-225-4155,,,,,,,,,,,,,,https://www.twitter.com/repdonbacon,,,,,,,,,https://www.facebook.com/RepDonBacon,,,,,,,,,103442,412713,166299,,,21701,,/m/01311t71,,https://api.propublica.org/congress/v1/members/B001298.json,
,,H8IN04199,,,ocd-division/country:us/state:in/cd:4,,,James Baird,James,,Baird,,,,Republican Party,IN,Incumbent,Indiana District 4,,,Male,,,U.S. House Indiana District 4,,,,,1945-06-04,,,,https://baird.house.gov,,1314 Longworth House Office Building,202-225-5037,,,,,,,,,,,,,,https://www.twitter.com/RepJimBaird,,,,,,,,,,,,,,,,,,,412777,86013,,,,,/g/11gfd5wndr,,https://api.propublica.org/congress/v1/members/B001307.json,
,,H8OH12180,,,ocd-division/country:us/state:oh/cd:12,,,Troy Balderson,Troy,,Balderson,,,,Republican Party,OH,Incumbent,Ohio District 12,,,Male,,,U.S. House Ohio District 12,,,,,1962-01-16,,,,https://balderson.house.gov,,2429 Rayburn House Office Building,202-225-5355,,,,,,,,,,,,,,https://www.twitter.com/RepBalderson,,,,,,,,,,,,,,,,,,,412747,102781,,,,,/m/09ry4tm,,https://api.propublica.org/congress/v1/members/B001306.json,
,,H6IN03229,,,ocd-division/country:us/state:in/cd:3,,,Jim Banks,Jim,,Banks,,,,Republican Party,IN,Incumbent,Indiana District 3,,,Male,,,U.S. House Indiana District 3,,,,,1979-07-16,,,,https://banks.house.gov,,1713 Longworth House Office Building,202-225-4436,,,,,,,,,,,,,,https://www.twitter.com/RepJimBanks,,,,,,,,,https://www.facebook.com/RepJimBanks,,,,,,,,,89806,412702,116801,,,21702,,/m/0j621nj,,https://api.propublica.org/congress/v1/members/B001299.json,
,,H0KY06104,,,ocd-division/country:us/state:ky/cd:6,,,Andy Barr,Andy,,Barr,,,,Republican Party,KY,Incumbent,Kentucky District 6,,,Male,,,U.S. House Kentucky District 6,,,,,1973-07-24,,,,https://barr.house.gov,,2430 Rayburn House Office Building,202-225-4706,,,,,,,,,,,,,,https://www.twitter.com/RepAndyBarr,,,https://www.youtube.com/c/RepAndyBarr,,,,,,https://www.facebook.com/RepAndyBarr,,,,,,,,,61848,412541,117290,,,21333,,/m/0ddc6r6,,https://api.propublica.org/congress/v1/members/B001282.json,
,,H6CA44103,,,ocd-division/country:us/state:ca/cd:44,,,Nanette Barragán,Nanette,,Barragán,,,,Democratic Party,CA,Incumbent,California District 44,,,Female,,,U.S. House California District 44,,,,,1976-09-15,,,,https://barragan.house.gov,,2246 Longworth House Office Building,202-225-8220,,,,,,,,,,,,,,https://www.twitter.com/RepBarragan,,,,,,,,,https://www.facebook.com/CongresswomanBarragan,,,,,,https://barragan.house.gov/feed/,,,104730,412687,166270,,,21703,,/g/11bx55ybbz,,https://api.propublica.org/congress/v1/members/B001300.json,
,,H0CA33117,,,ocd-division/country:us/state:ca/cd:37,,,Karen Bass,Karen,,Bass,,,,Democratic Party,CA,Incumbent,California District 37,,,Female,,,U.S. House California District 37,,,,,1953-10-03,,,,https://bass.house.gov,,2021 Rayburn House Office Building,202-225-7084,,,,,,,,,,,,,,https://www.twitter.com/RepKarenBass,,,https://www.youtube.com/c/RepKarenBass,,,,,,https://www.facebook.com/RepKarenBass,,,,,,https://bass.house.gov/rss.xml,,,62502,412404,28963,,,21110,,/m/027g9m6,,https://api.propublica.org/congress/v1/members/B001270.json,
,,H2OH03125,,,ocd-division/country:us/state:oh/cd:3,,,Joyce Beatty,Joyce,,Beatty,,,,Democratic Party,OH,Incumbent,Ohio District 3,,,Female,,,U.S. House Ohio District 3,,,,,1950-03-12,,,,https://beatty.house.gov,,2303 Rayburn House Office Building,202-225-4324,,,,,,,,,,,,,,https://www.twitter.com/RepBeatty,,,,,,,,,https://www.facebook.com/RepJoyceBeatty,,,,,,https://beatty.house.gov/rss.xml,,,67294,412565,2427,,,21352,,/m/03lcwb,,https://api.propublica.org/congress/v1/members/B001281.json,
,,H0OR02127,,,ocd-division/country:us/state:or/cd:2,,,Cliff Bentz,Cliff,,Bentz,,,,Republican Party,OR,Incumbent,Oregon District 2,,,Male,,,U.S. House Oregon District 2,,,,,1952-01-12,,,,https://bentz.house.gov,,1239 Longworth House Office Building,202-225-6730,,,,,,,,,,,,,,https://www.twitter.com/RepBentz,,,,,,,,,,,,,,,,,,,456842,,,,,,/m/0gfdsjb,,https://api.propublica.org/congress/v1/members/B000668.json,
,,H0CA03078,,,ocd-division/country:us/state:ca/cd:7,,,Ami Bera,Ami,,Bera,,,,Democratic Party,CA,Incumbent,California District 7,,,Male,,,U.S. House California District 7,,,,,1965-03-02,,,,https://bera.house.gov,,172 Cannon House Office Building,202-225-5716,,,,,,,,,,,,,,https://www.twitter.com/RepBera,,,https://www.youtube.com/c/repamibera,,,,,,https://www.facebook.com/RepAmiBera,,,,,,https://bera.house.gov/rss.xml,,,1033636,412512,120030,,,21304,,/m/0dgqnts,,https://api.propublica.org/congress/v1/members/B001287.json,
,,H6MI01226,,,ocd-division/country:us/state:mi/cd:1,,,Jack Bergman,Jack,,Bergman,,,,Republican Party,MI,Incumbent,Michigan District 1,,,Male,,,U.S. House Michigan District 1,,,,,1947-02-02,,,,https://bergman.house.gov,,566 Cannon House Office Building,202-225-4735,,,,,,,,,,,,,,https://www.twitter.com/RepJackBergman,,,https://www.youtube.com/c/RepJackBergman,,,,,,https://www.facebook.com/RepJackBergman,,,,,,,,,1020529,412709,170172,,,21704,,/m/05b2l3v,,https://api.propublica.org/congress/v1/members/B001301.json,
,,H4VA08224,,,ocd-division/country:us/state:va/cd:8,,,Donald Beyer,Donald,,Beyer,,,,Democratic Party,VA,Incumbent,Virginia District 8,,,Male,,,U.S. House Virginia District 8,,,,,1950-06-20,,,,https://beyer.house.gov,,1119 Longworth House Office Building,202-225-4376,,,,,,,,,,,,,,https://www.twitter.com/RepDonBeyer,,,,,,,,,https://www.facebook.com/RepDonBeyer,,,,,,,,,21141,412657,1707,,,21554,,/m/053g16,,https://api.propublica.org/congress/v1/members/B001292.json,
,,H0OK05205,,,ocd-division/country:us/state:ok/cd:5,,,Stephanie Bice,Stephanie,,Bice,,,,Republican Party,OK,Incumbent,Oklahoma District 5,,,Female,,,U.S. House Oklahoma District 5,,,,,1973-11-11,,,,https://bice.house.gov,,1223 Longworth House Office Building,202-225-2132,,,,,,,,,,,,,,https://www.twitter.com/RepBice,,,,,,,,,,,,,,,,,,,456841,,,,,,/g/11h2hmkrv8,,https://api.propublica.org/congress/v1/members/B000740.json,
,,H6AZ05083,,,ocd-division/country:us/state:az/cd:5,,,Andy Biggs,Andy,,Biggs,,,,Republican Party,AZ,Incumbent,Arizona District 5,,,Male,,,U.S. House Arizona District 5,,,,,1958-11-07,,,,https://biggs.house.gov,,171 Cannon House Office Building,202-225-2635,,,,,,,,,,,,,,https://www.twitter.com/RepAndyBiggsAZ,,,,,,,,,https://www.facebook.com/RepAndyBiggs,,,,,,https://biggs.house.gov/rss.xml,,,105145,412683,28088,,,21705,,/m/0_1m23v,,https://api.propublica.org/congress/v1/members/B001302.json,
,,H6FL09070,,,ocd-division/country:us/state:fl/cd:12,,,Gus Bilirakis,Gus,,Bilirakis,,,,Republican Party,FL,Incumbent,Florida District 12,,,Male,,,U.S. House Florida District 12,,,,,1963-02-08,,,,https://bilirakis.house.gov,,2354 Rayburn House Office Building,202-225-5755,,,,,,,,,,,,,,https://www.twitter.com/RepGusBilirakis,,,https://www.youtube.com/c/RepGusBilirakis,,,,,,https://www.facebook.com/GusBilirakis,,,,,,https://bilirakis.house.gov/rss.xml,,,1022873,412250,17318,,,20758,,/m/0dy3z1,,https://api.propublica.org/congress/v1/members/B001257.json,
,,H0NC09187,,,ocd-division/country:us/state:nc/cd:9,,,Dan Bishop,Dan,,Bishop,,,,Republican Party,NC,Incumbent,North Carolina District 9,,,Male,,,U.S. House North Carolina District 9,,,,,1964-07-01,,,,https://danbishop.house.gov,,1207 Longworth House Office Building,202-225-1976,,,,,,,,,,,,,,https://www.twitter.com/RepDanBishop,,,,,,,,,,,,,,,,,,,412844,92423,,,,,/m/013bg9xz,,https://api.propublica.org/congress/v1/members/B001311.json,
,,H2GA02031,,,ocd-division/country:us/state:ga/cd:2,,,"Sanford D. Bishop, Jr.",Sanford,D.,Bishop,,,Jr.,Democratic Party,GA,Incumbent,Georgia District 2,,,Male,,,U.S. House Georgia District 2,,,,,1947-02-04,,,,https://bishop.house.gov,,2407 Rayburn House Office Building,202-225-3631,,,,,,,,,,,,,,https://www.twitter.com/SanfordBishop,,,https://www.youtube.com/c/RepSanfordBishop,,,,,,https://www.facebook.com/sanfordbishop,,,,,,https://bishop.house.gov/rss.xml,,,26194,400030,26817,,,29339,,/m/02554k,,https://api.propublica.org/congress/v1/members/B000490.json,
,,H6OR03064,,,ocd-division/country:us/state:or/cd:3,,,Earl Blumenauer,Earl,,Blumenauer,,,,Democratic Party,OR,Incumbent,Oregon District 3,,,Male,,,U.S. House Oregon District 3,,,,,1948-08-16,,,,https://blumenauer.house.gov,,1111 Longworth House Office Building,202-225-4811,,,,,,,,,,,,,,https://www.twitter.com/BlumenauerMedia,,,https://www.youtube.com/c/RepBlumenauer,,,,,,,,,,,,https://blumenauer.house.gov/rss.xml,,,43809,400033,367,,,29588,,/m/033tw8,,https://api.propublica.org/congress/v1/members/B000574.json,
,,H6DE00206,,,ocd-division/country:us/state:de/cd:1,,,Lisa Blunt Rochester,Lisa,,Blunt Rochester,,,,Democratic Party,DE,Incumbent,Delaware At-Large District,,,Female,,,U.S. House Delaware At-Large District,,,,,1962-02-10,,,,https://bluntrochester.house.gov,,1724 Longworth House Office Building,202-225-4165,,,,,,,,,,,,,,https://www.twitter.com/RepLBR,,,,,,,,,https://www.facebook.com/Rep.BluntRochester,,,,,,,,,104772,412689,173249,,,21706,,/g/11c328y56v,,https://api.propublica.org/congress/v1/members/B001303.json,
,,H0CO03165,,,ocd-division/country:us/state:co/cd:3,,,Lauren Boebert,Lauren,,Boebert,,,,Republican Party,CO,Incumbent,Colorado District 3,,,Female,,,U.S. House Colorado District 3,,,,,1986-12-15,,,,https://boebert.house.gov,,1609 Longworth House Office Building,202-225-4761,,,,,,,,,,,,,,https://www.twitter.com/RepBoebert,,,,,,,,,,,,,,,,,,,456805,,,,,,/g/11j2v06x6p,,https://api.propublica.org/congress/v1/members/B000825.json,
,,H2OR01133,,,ocd-division/country:us/state:or/cd:1,,,Suzanne Bonamici,Suzanne,,Bonamici,,,,Democratic Party,OR,Incumbent,Oregon District 1,,,Female,,,U.S. House Oregon District 1,,,,,1954-10-14,,,,https://bonamici.house.gov,,2231 Rayburn House Office Building,202-225-0855,,,,,,,,,,,,,,https://www.twitter.com/RepBonamici,,,https://www.youtube.com/c/RepSuzanneBonamici,,,,,,https://www.facebook.com/congresswomanbonamici,,,,,,https://bonamici.house.gov/rss.xml,,,63966,412501,59641,,,21198,,/m/02q453x,,https://api.propublica.org/congress/v1/members/B001278.json,
,,H4IL12060,,,ocd-division/country:us/state:il/cd:12,,,Mike Bost,Mike,,Bost,,,,Republican Party,IL,Incumbent,Illinois District 12,,,Male,,,U.S. House Illinois District 12,,,,,1960-12-30,,,,https://bost.house.gov,,1211 Longworth House Office Building,202-225-5661,,,,,,,,,,,,,,https://www.twitter.com/RepBost,,,,,,,,,https://www.facebook.com/RepBost,,,,,,,,,76176,412629,6302,,,21519,,/m/0kry42,,https://api.propublica.org/congress/v1/members/B001295.json,
,,H8GA07201,,,ocd-division/country:us/state:ga/cd:7,,,Carolyn Bourdeaux,Carolyn,,Bourdeaux,,,,Democratic Party,GA,Incumbent,Georgia District 7,,,Female,,,U.S. House Georgia District 7,,,,,1970-06-03,,,,https://bourdeaux.house.gov,,1319 Longworth House Office Building,202-225-4272,,,,,,,,,,,,,,https://www.twitter.com/RepBourdeaux,,,,,,,,,,,,,,,,,,,456812,178540,,,,,/g/11fgm1glqj,,https://api.propublica.org/congress/v1/members/B001312.json,
,,H0NY16143,,,ocd-division/country:us/state:ny/cd:16,,,Jamaal Bowman,Jamaal,,Bowman,,,,Democratic Party,NY,Incumbent,New York District 16,,,Male,,,U.S. House New York District 16,,,,,1976-04-01,,,,https://bowman.house.gov,,1605 Longworth House Office Building,202-225-2464,,,,,,,,,,,,,,https://www.twitter.com/RepBowman,,,,,,,,,,,,,,,,,,,456839,,,,,,/g/11fsgvc0xx,,https://api.propublica.org/congress/v1/members/B001223.json,
,,H4PA13199,,,ocd-division/country:us/state:pa/cd:2,,,Brendan Boyle,Brendan,,Boyle,,,,Democratic Party,PA,Incumbent,Pennsylvania District 2,,,Male,,,U.S. House Pennsylvania District 2,,,,,1977-02-06,,,,https://boyle.house.gov,,1133 Longworth House Office Building,202-225-6111,,,,,,,,,,,,,,https://www.twitter.com/CongBoyle,,,,,,,,,https://www.facebook.com/CongressmanBoyle,,,,,,https://boyle.house.gov/rss.xml,,,76428,412652,47357,,,21548,,/m/04f4fjk,,https://api.propublica.org/congress/v1/members/B001296.json,
,,H6TX08100,,,ocd-division/country:us/state:tx/cd:8,,,Kevin Brady,Kevin,,Brady,,,,Republican Party,TX,Incumbent,Texas District 8,,,Male,,,U.S. House Texas District 8,,,,,1955-04-11,,,,https://kevinbrady.house.gov,,1011 Longworth House Office Building,202-225-4901,,,,,,,,,,,,,,https://www.twitter.com/RepKevinBrady,,,https://www.youtube.com/c/KBrady8,,,,,,https://www.facebook.com/kevinbrady,,,,,,,,,45749,400046,361,,,29760,,/m/03tq00,,https://api.propublica.org/congress/v1/members/B000755.json,
,,H0AL05163,,,ocd-division/country:us/state:al/cd:5,,,Mo Brooks,Mo,,Brooks,,,,Republican Party,AL,Incumbent,Alabama District 5,,,Male,,,U.S. House Alabama District 5,,,,,1954-04-29,,,,https://brooks.house.gov,,2185 Rayburn House Office Building,202-225-4801,,,,,,,,,,,,,,https://www.twitter.com/RepMoBrooks,,,https://www.youtube.com/c/RepMoBrooks,,,,,,https://www.facebook.com/RepMoBrooks,,,,,,https://brooks.house.gov/rss.xml,,,94888,412395,121610,,,21193,,/m/0c3xdjf,,https://api.propublica.org/congress/v1/members/B001274.json,
,,,,,ocd-division/country:us/state:oh/cd:11,,,Shontel Brown,Shontel,,Brown,,,,Democratic Party,OH,Incumbent,Ohio District 11,,,Female,,,U.S. House Ohio District 11,,,,,1975-06-24,,,,https://shontelbrown.house.gov,,,,,,,,,,,,,,,,,https://www.twitter.com/RepShontelBrown,,,,,,,,,,,,,,,,,,,456863,,,,,,,,https://api.propublica.org/congress/v1/members/B001313.json,
,,H6MD04209,,,ocd-division/country:us/state:md/cd:4,,,Anthony Brown,Anthony,,Brown,,,,Democratic Party,MD,Incumbent,Maryland District 4,,,Male,,,U.S. House Maryland District 4,,,,,1961-11-21,,,,https://anthonybrown.house.gov,,1323 Longworth House Office Building,202-225-8699,,,,,,,,,,,,,,https://www.twitter.com/RepAnthonyBrown,,,https://www.youtube.com/c/RepAnthonyBrown,,,,,,https://www.facebook.com/RepAnthonyBrown,,,,,,,,,1029537,412707,19344,,,21707,,/m/09v6fg,,https://api.propublica.org/congress/v1/members/B001304.json,
,,H2CA00120,,,ocd-division/country:us/state:ca/cd:26,,,Julia Brownley,Julia,,Brownley,,,,Democratic Party,CA,Incumbent,California District 26,,,Female,,,U.S. House California District 26,,,,,1952-08-28,,,,https://juliabrownley.house.gov,,2262 Rayburn House Office Building,202-225-5811,,,,,,,,,,,,,,https://www.twitter.com/RepBrownley,,,https://www.youtube.com/c/RepJuliaBrownley,,,,,,https://www.facebook.com/RepJuliaBrownley,,,,,,https://juliabrownley.house.gov/category/press-releases/feed/,,,79783,412516,59904,,,21308,,/m/027z42z,,https://api.propublica.org/congress/v1/members/B001285.json,
,,H6FL13148,,,ocd-division/country:us/state:fl/cd:16,,,Vern Buchanan,Vern,,Buchanan,,,,Republican Party,FL,Incumbent,Florida District 16,,,Male,,,U.S. House Florida District 16,,,,,1951-05-08,,,,https://buchanan.house.gov,,2110 Rayburn House Office Building,202-225-5015,,,,,,,,,,,,,,https://www.twitter.com/VernBuchanan,,,https://www.youtube.com/c/vernbuchanan,,,,,,https://www.facebook.com/CongressmanBuchanan,,,,,,https://buchanan.house.gov/rss.xml,,,1021626,412196,66247,,,20709,,/m/0gtjsp,,https://api.propublica.org/congress/v1/members/B001260.json,
,,S0CO00237,,,ocd-division/country:us/state:co/cd:4,,,Ken Buck,Ken,,Buck,,,,Republican Party,CO,Incumbent,Colorado District 4,,,Male,,,U.S. House Colorado District 4,,,,,1959-02-16,,,,https://buck.house.gov,,2455 Rayburn House Office Building,202-225-4676,,,,,,,,,,,,,,https://www.twitter.com/RepKenBuck,,,,,,,,,https://www.facebook.com/repkenbuck,,,,,,https://buck.house.gov/rss.xml,,,78285,412619,125319,,,21510,,/m/05zzjd2,,https://api.propublica.org/congress/v1/members/B001297.json,
,,H0IN08114,,,ocd-division/country:us/state:in/cd:8,,,Larry Bucshon,Larry,,Bucshon,,,,Republican Party,IN,Incumbent,Indiana District 8,,,Male,,,U.S. House Indiana District 8,,,,,1962-05-31,,,,https://bucshon.house.gov,,2313 Rayburn House Office Building,202-225-4636,,,,,,,,,,,,,,https://www.twitter.com/RepLarryBucshon,,,https://www.youtube.com/c/RepLarryBucshon,,,,,,https://www.facebook.com/RepLarryBucshon,,,,,,,,,61837,412427,120335,,,21132,,/m/0dd9k_y,,https://api.propublica.org/congress/v1/members/B001275.json,
,,H6NC13129,,,ocd-division/country:us/state:nc/cd:13,,,Ted Budd,Ted,,Budd,,,,Republican Party,NC,Incumbent,North Carolina District 13,,,Male,,,U.S. House North Carolina District 13,,,,,1971-10-21,,,,https://budd.house.gov,,103 Cannon House Office Building,202-225-4531,,,,,,,,,,,,,,https://www.twitter.com/RepTedBudd,,,,,,,,,https://www.facebook.com/RepTedBudd,,,,,,,,,103513,412712,171489,,,21708,,/g/11c2nmnsj0,,https://api.propublica.org/congress/v1/members/B001305.json,
,,H8TN02119,,,ocd-division/country:us/state:tn/cd:2,,,Tim Burchett,Tim,,Burchett,,,,Republican Party,TN,Incumbent,Tennessee District 2,,,Male,,,U.S. House Tennessee District 2,,,,,1964-08-25,,,,https://burchett.house.gov,,1122 Longworth House Office Building,202-225-5435,,,,,,,,,,,,,,https://www.twitter.com/RepTimBurchett,,,,,,,,,,,,,,,,,,,412817,24379,,,,,/m/03yt07,,https://api.propublica.org/congress/v1/members/B001309.json,
,,H2TX26093,,,ocd-division/country:us/state:tx/cd:26,,,Michael C. Burgess,Michael,C.,Burgess,,,,Republican Party,TX,Incumbent,Texas District 26,,,Male,,,U.S. House Texas District 26,,,,,1950-12-23,,,,https://burgess.house.gov,,2161 Rayburn House Office Building,202-225-7772,,,,,,,,,,,,,,https://www.twitter.com/MichaelCBurgess,,,https://www.youtube.com/c/michaelcburgessmd,,,,,,https://www.facebook.com/michaelcburgess,,,,,,https://burgess.house.gov/news/rss.aspx,,,1003620,400052,50120,,,20355,,/m/03tq8_,,https://api.propublica.org/congress/v1/members/B001248.json,
,,H8MO01143,,,ocd-division/country:us/state:mo/cd:1,,,Cori Bush,Cori,,Bush,,,,Democratic Party,MO,Incumbent,Missouri District 1,,,Female,,,U.S. House Missouri District 1,,,,,1976-07-21,,,,https://bush.house.gov,,1016 Longworth House Office Building,202-225-2406,,,,,,,,,,,,,,https://www.twitter.com/RepCori,,,,,,,,,,,,,,,,,,,456829,,,,,,/g/11cntkcbkt,,https://api.propublica.org/congress/v1/members/B001224.json,
,,H2IL17071,,,ocd-division/country:us/state:il/cd:17,,,Cheri Bustos,Cheri,,Bustos,,,,Democratic Party,IL,Incumbent,Illinois District 17,,,Female,,,U.S. House Illinois District 17,,,,,1961-10-17,,,,https://bustos.house.gov,,1233 Longworth House Office Building,202-225-5905,,,,,,,,,,,,,,https://www.twitter.com/RepCheri,,,https://www.youtube.com/c/RepCheri,,,,,,https://www.facebook.com/RepCheri,,,,,,https://bustos.house.gov/category/press-release/feed/,,,63949,412537,134964,,,21329,,/m/0jwwtrm,,https://api.propublica.org/congress/v1/members/B001286.json,
